[0.060s] Invoking command in '/home/orin_nano/turtlebot3_ws/build/turtlebot3_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/orin_nano/turtlebot3_ws/install/turtlebot3_teleop:/home/orin_nano/turtlebot3_ws/install/turtlebot3_example:/opt/ros/humble /usr/local/bin/cmake --build /home/orin_nano/turtlebot3_ws/build/turtlebot3_description -- -j6 -l6
[1.207s] Invoked command in '/home/orin_nano/turtlebot3_ws/build/turtlebot3_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/orin_nano/turtlebot3_ws/install/turtlebot3_teleop:/home/orin_nano/turtlebot3_ws/install/turtlebot3_example:/opt/ros/humble /usr/local/bin/cmake --build /home/orin_nano/turtlebot3_ws/build/turtlebot3_description -- -j6 -l6
[1.358s] Invoking command in '/home/orin_nano/turtlebot3_ws/build/turtlebot3_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/orin_nano/turtlebot3_ws/install/turtlebot3_teleop:/home/orin_nano/turtlebot3_ws/install/turtlebot3_example:/opt/ros/humble /usr/local/bin/cmake --install /home/orin_nano/turtlebot3_ws/build/turtlebot3_description
[1.532s] -- Install configuration: ""
[1.536s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/urdf/turtlebot3_burger.urdf
[1.536s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/urdf/turtlebot3_waffle.urdf
[1.536s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/urdf/turtlebot3_waffle_pi.urdf
[1.537s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/ament_index/resource_index/package_run_dependencies/turtlebot3_description
[1.537s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/ament_index/resource_index/parent_prefix_path/turtlebot3_description
[1.537s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/environment/ament_prefix_path.sh
[1.538s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/environment/ament_prefix_path.dsv
[1.538s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/environment/path.sh
[1.538s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/environment/path.dsv
[1.538s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/local_setup.bash
[1.539s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/local_setup.sh
[1.539s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/local_setup.zsh
[1.539s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/local_setup.dsv
[1.540s] -- Symlinking: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/package.dsv
[1.558s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/ament_index/resource_index/packages/turtlebot3_description
[1.558s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/cmake/turtlebot3_descriptionConfig.cmake
[1.559s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/cmake/turtlebot3_descriptionConfig-version.cmake
[1.559s] -- Up-to-date symlink: /home/orin_nano/turtlebot3_ws/install/turtlebot3_description/share/turtlebot3_description/package.xml
[1.569s] Invoked command in '/home/orin_nano/turtlebot3_ws/build/turtlebot3_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/orin_nano/turtlebot3_ws/install/turtlebot3_teleop:/home/orin_nano/turtlebot3_ws/install/turtlebot3_example:/opt/ros/humble /usr/local/bin/cmake --install /home/orin_nano/turtlebot3_ws/build/turtlebot3_description
